init_id,id,description,has_stock,cost,weight,cr_number,mfg
496CPS1,496CPS1,"Crank Position Sensor
Mercruiser/Volvo 496",True,19.24,,,
496CPS2,496CPS2,"Crank Position Sensor
Mercruiser/Volvo 496",True,19.24,1.0,,
496,496,"Gasket Oil Pan
Gm 496 8.1L Mag & HO
Mfg Part #: 881612",True,20.84,0.147,,881612
496,496,"Seal Timing Cover
GM 496 8.1L
Std Rotation
Mfg Part #:  881613001",True,8.91,0.063,,881613001
51115,51115,"Exhaust Elbow GLM
Mercruiser V6 V8 w/Center Rise
3"" ID 15º Dwn Angle Aluminum
Cross Ref #: 51115
Mfg Part #: 98504A 3",True,210.43,7.5,51115,98504
51130,51130,"Exhaust Elbow GLM
Mercruiser 4cyl / IL6/V8 w/Log
w/Down Angle 3"" Out 1966-1982
Cross Ref #: 18-1972, 51130
Mfg Part #: 76325A 2",False,89.08,22.0,"18-1972, 51130",76325
5121200,5121200,"Sterndrive, Complete
Mercruiser, Gen II 2001 5.7L
V8 1.47 Ratio Ser# OL946871
Mfg Part #: 5121200LS",False,1707.73,95.0,,5121200
51225,51225,"Exahust Manifold
Mercruiser 4.3L V6
Cross Ref #: 51225
Mfg Part #: 99746A17",True,284.74,12.7,51225,99746
513840,513840,"Shim Kit, Top Cover
MC I R/MR/Alpha I 1967-Up
Gen II 1996-Up
Mfg Part #: 15-32563A1",False,3.85,0.02,,15-32563A1
51510,51510,"Exhaust Elbow
Volvo AQ Series 4.3L 5.0L 5.7L
1993 & Below
Cross Ref #: 51510",False,67.38,18.0,51510,
532027,532027,"Indmar Riser Elbow
Indmar GM 5.7L
w/3 1/2"" Hose
Mfg Part #: 53-2027",True,173.84,25.0,,53-2027
54167,54167,"Tab Washer
Mercruiser Bravo II
Mfg Part #: 54167",True,15.92,0.125,,54167
54929,54929,"Cotter Pin, Lower Swivel Pin
R/MR/Alpha I, Gen II, Bravo
1983-Up
Mfg Part #: 18-54929",True,6.23,0.01,,18-54929
58497,58497,"Manifold Conversion Kit
OMC Ford 5.8L V8 302/351 91-Up
Log Style",True,1190.97,140.0,,
58498,58498,"Manifold Conversion Kit
OMC Ford 302 / 5.0L, 91- Up
w/ Log Style To Center Rise",True,1163.89,140.0,,
58969,58969,"Fuel Injector
Volvo V8
& EF
Mfg Part #: 3858969",True,163.17,0.4,,3858969
58992,58992,"Manifold Conversion Kit GLM
Mercruiser 4.3L V6
1Pc NLA To 2Pc
Cross Ref #: 58992, 9-40600",True,951.23,145.0,"58992, 9-40600",
58995,58995,"Exhaust Manifold Kit GLM
Cobra 4.3L V6
1Pc NLA to 2Pc 1986-1990",True,1243.56,130.0,,
59-3262,59-3262,"Flame Arrestor
K&N 2bbl 3 Pc Round
Flange 3 1/16"" OD 9"" Hght 3""",True,119.6,1.9,,
59826,59826,"Engine Coupler
Mercruiser Ford 888
Cross Ref #: 11510, 18-2173, 9-72501
Mfg Part #: 59826A 3",True,200.87,3.7,"11510, 18-2173, 9-72501",59826
6010,6010,"Anode, Prop Ring
Volvo Aq 280DP & 290DP
Zinc / Salt Water
Mfg Part #: 875821",True,11.01,1.2,,875821
6109,6109,"Anode, Zinc
OMC 2.5L & 3.0L Stringer
Intermediate Hsg 1979-1980
Cross Ref #: 982438
Mfg Part #: 982277",True,10.37,1.9,982438,982277
62051,62051,"Shim Race Set .051"" 1.29mm
Bravo I II III
1988-Up
Cross Ref #: 23-861782051
Mfg Part #: 23-87560091",True,19.34,0.1,23-861782051,23-87560091
62054,62054,"Shim Race Set .054"" 1.37mm
Bravo I II III
1988-Up
Mfg Part #: 23-861782054",True,19.0,0.1,,23-861782054
62548,62548,"Bracket, Trim Pump SS
Alpha Gen II, Bravo
Late Style 1998-Up
Mfg Part #: 862548A1",True,64.39,2.1,,862548
62684,62684,"Inlet Screen Kit
R/MR/Alpha I
w/Screw 1983-1990
Mfg Part #: 93423 1",False,9.7,0.1,,93423
62818,62818,"U Joint Yoke Oil Seal
TR TRS
Cross Ref #: 18-0529, 85500
Mfg Part #: 26-62818",True,23.58,0.05,"18-0529, 85500",26-62818
64151,64151,"Raw Water Pump Kit
Fit Mercruiser V6 V8 w 1Pc Hsg
2 5/8"" Dia. 2"" W 1998-2002
Cross Ref #: 12088, 12088, 12088, 12392, 18-3150, 807151A7
Mfg Part #: 807151A14",True,51.23,2.0,"12088, 12088, 12088, 12392, 18-3150, 807151A7",807151
64151,64151,"Impeller Kit w/ Housing
Mercruiser Raw Water Pump
OE Quality Housing
Cross Ref #: 18-3150
Mfg Part #: 46-807151A14",True,108.77,2.0,18-3150,46-807151A14
64282,64282,"U Joint Yoke, Short
Alpha Gen II, Vazer GKN Style
w/External Clips 1998-Up
Mfg Part #: 864282T",False,146.85,2.4,,864282
64461,64461,"Hose, Water Pick Up
R/MR/Alpha I w/ 5/8"" Hose
1983-1990
Cross Ref #: 18-3601, 47120, 9-73001
Mfg Part #: 32-32461",True,4.62,0.4,"18-3601, 47120, 9-73001",32-32461
64543,64543,"Shift Cable, Kit Intermediate
R/MR/Alpha I, Gen II
w/Bellows&DriveGskt 1983-Up
Mfg Part #: 19543T2, 865436A03",False,40.75,1.9,,"19543T2, 865436A03"
64765,64765,"Ignition Distributor Cap
Mercruiser Inline 6cyl
Inline 6 Cly Delco
Cross Ref #: 18-5386, 71530, 9-29407, 980152
Mfg Part #: 33765T",True,7.73,0.5,"18-5386, 71530, 9-29407, 980152",33765
64842,64842,"U-Joint
Volvo GKN External Clips",True,38.63,,,
64892,64892,"Drain Screw, Magnetic
MC I R/MR/Alpha I Gen II Bravo
Mercury 10-200hp Force 15-120
Cross Ref #: 14834, 14834A1, 18-2375, 21731, 67892, 67892A05, 67892A06, 67892A1, 8M0058389, 9-72651
Mfg Part #: 22-67892A06",True,3.39,0.02,"14834, 14834A1, 18-2375, 21731, 67892, 67892A05, 67892A06, 67892A1, 8M0058389, 9-72651",22-67892A06
64960,64960,"Hose, Power Trim Starboard
R/MR/Alpha I, Gen II
w/cyl# 14034 1983-Up
Cross Ref #: 18-2114, 26190, 32-99902-1, 9-71508
Mfg Part #: 32-864960",True,29.75,0.3,"18-2114, 26190, 32-99902-1, 9-71508",32-864960
64996,64996,"Gasket, Drive Mounting
R/MR/Alpha I, Gen II
1983-Up
Cross Ref #: 18-2619-1
Mfg Part #: 27-94996Q 2",True,4.5,0.1,18-2619-1,27-94996Q 2
64996,64996,"Gasket, Drive Mounting
R/MR/Alpha I, Gen II
1983-Up",False,3.8,0.1,,
65344,65344,"Clutch Dog
Bravo I II III, X,, XR & XZ
2000-Up
Mfg Part #: 861781A1",True,433.89,1.7,,861781
65409,65409,"Thermostat Kit 160º
Mercruiser 3.7L 4cyl
1980-1989
Cross Ref #: 13420, 18-3667
Mfg Part #: 99155T 2",False,15.11,0.3,"13420, 18-3667",99155
65735,65735,"Exhaust Manifold OE
Mercruiser 5.0L, 5.7L V8
w/ Dry Joint 2002-Up
Cross Ref #: 864308T01, 865049T01, 865735A0
Mfg Part #: 865735A02",True,399.23,44.0,"864308T01, 865049T01, 865735A0",865735
68204,68204,"Trim Cylinder Assy, Port
Alpha Gen II
1991-Up
Cross Ref #: 18-2422, 26530
Mfg Part #: 815935A 7",True,270.96,7.2,"18-2422, 26530",815935
68205,68205,"Trim Cylinder Assy, Stbd
Alpha Gen II
1991-Up
Cross Ref #: 18-2423, 26520
Mfg Part #: 815954A 7",True,270.96,6.7,"18-2423, 26520",815954
69726,69726,"Gasket, Full Flow
Mercruiser V6 V8
w/Center Rise 1982-2001
Cross Ref #: 18-2849, 32080, 9-61414
Mfg Part #: 27-863726",False,4.1,0.06,"18-2849, 32080, 9-61414",27-863726
69811,69811,"Gasket, Block Off
Mercruiser V6 V8
w/Center Riser 1982-2002
Cross Ref #: 18-0672, 30220
Mfg Part #: 8637251",True,15.5,0.1,"18-0672, 30220",8637251
69900,69900,"Bearing,Upper Race
Bravo I II III
1988-Up
Mfg Part #: 31-815900",True,51.52,0.21,,31-815900
70189,70189,"Anode,Trim Ram Kit
Alpha Gen II
Aluminum Salt/Brackish 1991-Up
Mfg Part #: 806189Q 1",True,9.82,0.4,,806189
707,707,"Anode, Plate/Propnut Kit Magn
Bravo III
Fresh Water
Cross Ref #: 70214 4
Mfg Part #: 865182",True,27.57,0.9,70214,865182
707,707,"Anode, Prop Nut Magnesium
Bravo III
Fresh Water
Mfg Part #: 864182A02",True,19.9,0.5,,864182
70782,70782,"Anode, w/Prop Nut Aluminum
Bravo III 2003 & Older
Salt/Brackish w/ 1""Shaft
Mfg Part #: 809666A03",True,31.42,0.5,,809666
7207,7207,"Alternator, 65Amp Serpentine
Volvo Late Model w/50mm Pulley
w/ 2 Large Mnt Spools
Mfg Part #: 3862613",False,109.24,10.4,,3862613
72595,72595,"Oil Filter
GM V8 Block Mount
Hi Capacity 5 1/4"" Long
Cross Ref #: 18-7876, 502901, 9-57811
Mfg Part #: 16595Q",False,5.19,1.2,"18-7876, 502901, 9-57811",16595
7275,7275,"Trim Pump ARROWHEAD
Alpha I, Gen II, Bravo
w/Oildyne Motor & Reservoir
Mfg Part #: 14336A17",True,344.42,9.0,,14336
72774,72774,"SeaWater Pump Kit w/ Body
Mercruiser HP500
Mfg Part #: 46-72774A89",True,179.38,1.1,,46-72774A89
7475,7475,"Trim Ram Cap
OMC/Volvo SX-M 1994-Up
Fits Trim Cyl Pn# 3857470",True,78.78,1.0,,
7513,7513,"Sensor,Temperature
Volvo Exhaust Manifold
Mfg Part #: 3861997",False,5.67,0.03,,3861997
8M0054588,8M0054588,"Ignition Coil Assembly OE
GM 4.3L 5.0L 5.7L & 6.2L
w/Flat Dist Cap
Mfg Part #: 8M0054588",True,368.32,2.3,,8M0054588
8M0056795,8M0056795,"Water Pressure Sensor Relo Kit
Mercruiser
Mfg Part #: 8M0056795",True,57.61,0.219,,8M0056795
8M0057575,8M0057575,"Elbow Riser Kit
Mercruiser 8.2L
Mfg Part #: 8M0057575",True,874.7,72.0,,8M0057575
8M0063267,8M0063267,"Shim Kit, Driveshaft Bearing
Mercury 135-300hp 2.5L 3.0L
MR/Alpha I Gen II 1983-Up
Mfg Part #: 8M0063267",True,21.86,0.04,,8M0063267
8M0087834,8M0087834,"TMap Sensor
Mercruiser 4.3-6.2L 350/377Mag
383 Mag, & Volve
Cross Ref #: 3858987, 3859020, 8M0087834
Mfg Part #: 885165",True,102.57,0.5,"3858987, 3859020, 8M0087834",885165
8M0095310,8M0095310,"Trim Sender-Digital
Mercruiser
New Style
Mfg Part #: 8M0095310",True,131.27,0.5,,8M0095310
8M0103773,8M0103773,"Exhaust Manifold Merc.
STBD
STBD
Cross Ref #: 879288A01
Mfg Part #: 8M0103773",False,573.42,74.0,879288,8M0103773
8M0103774,8M0103774,"Exhuast Manifold
Mercruiser 6.2L Catalyst
Port
Cross Ref #: 879288A04
Mfg Part #: 8M0103774",False,573.42,,879288,8M0103774
8M0107462,8M0107462,"Trim Sender Kit, Analog/Digita
Mercruiser Bravo I and II
Mfg Part #: 8M0107462",True,220.72,0.609,,8M0107462
8M2004414,8M2004414,"Gasket, Riser
Mercruiser 6.2L and 4.5L
RWC
Mfg Part #: 8M2004414",True,44.49,0.5,,8M2004414
8M2004606,8M2004606,"Gasket, Riser
Mercruiser 6.2L and 4.5L
FWC
Mfg Part #: 8M2004606",True,159.42,0.02,,8M2004606
8M8021115,8M8021115,"Sea Pump Refresh Kit
Mercruiser 9.0L-9.1L
Mfg Part #: 8M8020299",True,184.0,,,8M8020299
80522,80522,"Gasket, Intake Plenum Set
Merc. 7.4L & 8.2L Gen V & VI
MPI 1994-1998
Mfg Part #: 27-805522A1",True,43.73,0.03,,27-805522A1
805396,805396,"Gasket, Throttle body
Mercruiser 5.7L 7.4L 8.2L MPI
350Mag
Mfg Part #: 805396",True,18.5,0.031,,805396
80622216,80622216,"Power Steering Hose
GM Steering Pump V6 & V8
50"" L w/90º Fittings O-Ring",True,148.42,1.2,,
806922,806922,"Thermostat, Housing Sleeve
Mercruiser 4cyl, V6, V8
w/Plastic Style 1981-Up
Cross Ref #: 17495, 174951, 805532
Mfg Part #: 23-806922",True,14.1,0.1,"17495, 174951, 805532",23-806922
807929,807929,"Driveshaft Oil Seal Carrier
Gen II 1991 & Up
Mercury 200-300hp 3.0L
Mfg Part #: 807929A1",False,24.28,0.2,,807929
807988,807988,"Exhaust Elbow Barr
Mercruiser V6 V8 w/Center Rise
4"" ID Hose 7º Dwn Angle
Mfg Part #: 807988A2",False,100.0,24.0,,807988
816601,816601,"Pulley Tensioner Screw
Mercruiser 4.3L - 6.2L
Mfg Part #: 10-816601",True,3.94,0.065,,10-816601
81702,81702,"Gasket, Water Pump Housing
OMC Cobra
1986-1994
Cross Ref #: 18-2916, 18-2916, 34770, 778089
Mfg Part #: 911702",True,0.68,0.02,"18-2916, 18-2916, 34770, 778089",911702
81844,81844,"Water Pump Housing Cup
OMC Cobra
1986-1994
Cross Ref #: 12391, 18-3145, 9-43500
Mfg Part #: 911844",True,11.41,0.2,"12391, 18-3145, 9-43500",911844
82212,82212,"Bearing
OMC Stringer Pinion Gear Shaft
Outer 1969-1985
Cross Ref #: 21544
Mfg Part #: 382212",True,48.29,1.1,21544,382212
82579,82579,"Screw, Hinge Pin 10-24
Bravo HP
OM501067 & Below
Mfg Part #: 10-821579",True,3.77,0.03,,10-821579
82859,82859,"Condensor, Holley Ignition
OMC
Cross Ref #: 18-5346, 18-5346, 508931, 58034, 64851, 70540, 81-64851, 9-29114
Mfg Part #: 508928",True,2.96,0.05,"18-5346, 18-5346, 508931, 58034, 64851, 70540, 81-64851, 9-29114",508928
83184,83184,"Gear Shaft Bearing Retainer
OMC Stringer
1985 & Below
Cross Ref #: 27960
Mfg Part #: 313184",False,72.94,0.6,27960,313184
83543,83543,"Gasket, Thermostat Housing
GM V6 & V8
Cork Material
Cross Ref #: 18-0398, 27-33918, 35060, 835417, 9-60009
Mfg Part #: 312797",False,1.87,0.01,"18-0398, 27-33918, 35060, 835417, 9-60009",312797
8355,8355,"Fuel Filter Element, Inline
Mercruiser 525EFI
Hi-Performance
Cross Ref #: 848355
Mfg Part #: 8M0050994",True,38.28,0.11,848355,8M0050994
84907,84907,"Screw, Hinge Pin 1/4""
Bravo HP
OM501068-Up
Mfg Part #: 840907",False,3.69,0.04,,840907
8499,8499,"Sensor, MAP Sensor
Mercruiser 575Sci
Cross Ref #: 9-33602
Mfg Part #: 849934",True,78.32,0.2,9-33602,849934
85000,85000,"Sterndrive Mounting Kit
OMC/Volvo SX
1994- Up
Cross Ref #: 18-2699, 3852560
Mfg Part #: 911823",False,2.42,0.01,"18-2699, 3852560",911823
85394,85394,"Bearing, Lower DriveSha
Volvo Cobra SX
1994 & Up
Mfg Part #: 3853934",False,33.64,0.3,,3853934
85420,85420,"Gimbal Steering Shaft Seal
MC1, R MR Alpha I, TR TRS
w/Needle Brg Style 1971-1990
Cross Ref #: 85420
Mfg Part #: 26-54925",True,9.77,0.01,85420,26-54925
861155,861155,"Fuel Pump, Elec Boost Pump
Mercruiser V6 & V8
w/ Threaded End
Mfg Part #: 861155A3",True,518.13,1.6,,861155
861634,861634,"Hose T-Stat Hsg To Ex-Manifold
Mercruiser 3.0L
1"" ID 1999-Up
Mfg Part #: 861634",True,24.74,0.3,,861634
865440,865440,"Driveshaft Housing Assy. Upper
Bravo 23/30
Ser# 0W250000 & Up
Mfg Part #: 865440H52",True,7450.27,80.0,,865440
86552,86552,"Yoke & Cam Assy
Bravo I II II X XR & XZ
1988-Up
Mfg Part #: 806552A1",True,226.94,1.4,,806552
8676,8676,"Exhaust Riser
Mercruiser 8.1L
6"" Rise 2000-Up
Mfg Part #: 866768T",True,412.22,13.0,,866768
86771,86771,"Bearing,Thrust
Bravo I II III
1988-Up
Mfg Part #: 31-86771",True,24.4,0.2,,31-86771
87156,87156,"Upper Shaft Needle Bearing
Bravo I II III
1988-Up
Cross Ref #: 18-1183
Mfg Part #: 31-87156",True,16.75,0.07,18-1183,31-87156
87266,87266,"Sterndrive Uper Seal Kit
Volvo AQ200 290 SP DP
Cross Ref #: 87760
Mfg Part #: 876266",False,58.71,0.4,87760,876266
87268,87268,"Sterndrive Lower Seal Kit
Volvo AQ200 290 SP
Cross Ref #: 87780
Mfg Part #: 876268",True,128.49,0.5,87780,876268
87640,87640,"Seal Kit Lower Sterndrive
OMC Stringer 400 Series 4 cyl.
1978-86
Mfg Part #: 982947",True,37.5,0.4,,982947
885036,885036,"Tensioner Gauge
Volvo
Mfg Part #: BT 33-86J",True,750.0,3.0,,BT 33-86J
8866,8866,"Lower Gearcase Assy
Mercruiser Bravo I Perf.
w/LowWaterP/U
Mfg Part #: 8866A55",True,3666.24,60.0,,8866
8866,8866,"Lower Gearcase Assy New
Bravo XR (1.500) XZ(1.36&1.50)
w/DW Pick Up & LargePropShaft
Cross Ref #: 8866A60
Mfg Part #: 8866A62",False,4791.15,60.0,8866,8866
88795,88795,"Hose Seawater Pump To Oil Cool
Mercruiser 4.3L/LX 5.0L 5.7L
Mfg Part #: 32-88795",True,46.67,1.4,,32-88795
8951,8951,"Sterndrive Lower Unit Assy
Alpha I
1983-1990
Mfg Part #: 1623-8951A43",False,1899.94,43.0,,1623-8951A43
898101,898101,"Coil Ignition
Mercruiser 100hp Vazer
Mfg Part #: 898101824",True,246.93,3.2,,898101824
89925,89925,"Ignition, Coil
Mercruiser 8.1L 496
2000-2008
Mfg Part #: 392-889925",False,64.19,0.6,,392-889925
9-72407,9-72407,"U Joint Yoke, Short
AlphaGen II Gray Meritor Style
w/Internal Clips 1998-Up
Mfg Part #: 853635",False,61.9,2.0,,853635
90562,90562,"Raw Water Pump Oil Seal
Mercruiser V6 V8
For Pump w/Fuel Pump Mount
Cross Ref #: 18-2011, 85080, 9-76107
Mfg Part #: 26-90562",True,8.29,0.02,"18-2011, 85080, 9-76107",26-90562
91678,91678,"Shim .003
Cobra
U Joint Bearing Hsg 1986-1993
Cross Ref #: 3852355
Mfg Part #: 911678",True,3.76,0.01,3852355,911678
91679,91679,"Shim .004
OMC Cobra
U Joint Bearing Hsg 1986-1993
Cross Ref #: 3852356
Mfg Part #: 911679",True,3.76,0.01,3852356,911679
91681,91681,"Shim .010
OMC Cobra
U Joint Bearing Hsg 1986-1993
Cross Ref #: 3852358
Mfg Part #: 911681",True,3.76,0.01,3852358,911681
91692,91692,"Driveshaft, Lower Gearcase
OMC Cobra 4cyl
w/1 3/16"" Propshaft 1986-1989
Cross Ref #: 22405
Mfg Part #: 911692",False,174.42,2.0,22405,911692
91750,91750,"Bearing Carrier, Lower
Cobra V6 V8
1986-1993
Cross Ref #: 27800
Mfg Part #: 911750",True,54.5,0.8,27800,911750
927028,927028,"Shim .028
Mercruiser Bravo
Mfg Part #: 15-888927028",True,4.43,0.016,,15-888927028
927029,927029,"Shim .029
Mercruiser Bravo
Mfg Part #: 15-888927029",True,4.76,0.008,,15-888927029
927030,927030,"Shim .030
Mercruiser Bravo
Mfg Part #: 15-888927030",True,4.1,0.016,,15-888927030
927031,927031,"Shim .031
Mercruiser Bravo
Mfg Part #: 15-888927031",True,4.02,0.008,,15-888927031
927032,927032,"Shim .032
Mercruiser Bravo
Mfg Part #: 15-888927032",True,4.1,0.008,,15-888927032
927033,927033,"Shim .033
Mercruiser Bravo
Mfg Part #: 15-888927033",True,6.31,0.016,,15-888927033
927034,927034,"Shim .034
Mercruiser Bravo
Mfg Part #: 15-888927034",True,4.35,0.008,,15-888927034
927035,927035,"Shim .035
Mercruiser Bravo
Mfg Part #: 15-888927035",True,4.1,0.016,,15-888927035
927036,927036,"Shim .036
Mercruiser Bravo
Mfg Part #: 15-888927036",True,4.35,0.016,,15-888927036
927037,927037,"Shim .037
Mercruiser Bravo
Mfg Part #: 15-888927037",True,5.33,0.016,,15-888927037
927038,927038,"Shim .038
Mercruiser Bravo
Mfg Part #: 15-888927038",True,5.33,0.016,,15-888927038
927039,927039,"Shim .039
Mercruiser Bravo
Mfg Part #: 888927039",True,4.43,0.016,,888927039
927040,927040,"Shim .040
Mercruiser Bravo
Mfg Part #: 15-888927040",True,4.02,0.016,,15-888927040
9412,9412,"Driveshaft Housing Assy
R/MR/Alpha I
w/1:50Ratio 1983-1990
Cross Ref #: 3917A13, 3917A21, 3917A32, 3917A37, 5523A12, 5523A2, 5523A68, 5523A9, 8265A15, 9412A20, 9412A30, 9412A35
Mfg Part #: 9412R20",True,2319.41,46.9,"3917A13, 3917A21, 3917A32, 3917A37, 5523A12, 5523A2, 5523A68, 5523A9, 8265A15, 9412A20, 9412A30, 9412A35",9412
9412,9412,"Driveshaft Housing Assy
R/MR/Alpha I
w/1:84 Ratio 1983-1990
Cross Ref #: 5523A49, 5523A67, 8265A17, 9412A22, 9412A36
Mfg Part #: 9412R22",True,2319.41,47.0,"5523A49, 5523A67, 8265A17, 9412A22, 9412A36",9412
9412,9412,"Driveshaft Housing Assy
MC I R/MR/Alpha I
w/198:1 Ratio 1990-Below
Cross Ref #: 18-2453, 19400, 3917A17, 3917A2, 3917A28, 3917A39, 3917A9, 5523A10, 5523A65, 5523A7, 8265A18, 9412A23, 9412A37
Mfg Part #: 9412A23",True,2319.41,47.0,"18-2453, 19400, 3917A17, 3917A2, 3917A28, 3917A39, 3917A9, 5523A10, 5523A65, 5523A7, 8265A18, 9412A23, 9412A37",9412
94444,94444,"Fuel Pump,Assembly
Volvo Gi & Gxi ,TBI & MPI
Low & High Press Assembly
Mfg Part #: 21608511",True,404.99,8.2,,21608511
97843,97843,"Fuel Pump
Crusader 7.4L & 8.2L
In 9 Out 6 Vent 9 Flg# M60502
Mfg Part #: M60502",True,79.73,1.8,,M60502
984054,984054,"Exhaust Manifold Barr
OMC/Cobra 4cyl
w/Rochester Carb 1973-1990
Cross Ref #: 980460, 980957, 982490, 984054
Mfg Part #: 0984054",True,452.71,64.0,"980460, 980957, 982490, 984054",984054
99123,99123,"Centering Cone
OMC Stringer Upper Pinion
1975-1985
Cross Ref #: 22515
Mfg Part #: 909123",False,14.97,0.2,22515,909123
99746,99746,"Exahust Manifold Kit OEM
Mercruiser 4.3L V6
Cross Ref #: 99746A17, 99746A3
Mfg Part #: 99746A17",True,325.47,30.2,"99746A17, 99746A3",99746
A3721,A3721,"Valve Seal Intake
Yamaha F75-F115
1999-2016
Mfg Part #: K0A-A3721-00-00",True,2.05,0.02,,K0A-A3721-00-00
A3722,A3722,"Valve Seal Exhaust
Yam F75-F115
1999-2016
Mfg Part #: K0A-A3722-00-00",True,1.96,0.02,,K0A-A3722-00-00
BPR6ES11,BPR6ES11,"NGK Spark Plug
Honda
Mfg Part #: 98079-56145-S",True,2.21,0.1,,98079-56145-S
BR8HS10,BR8HS10,"Spark Plug NGK BR8HS10
Yamaha
Mfg Part #: 1134",True,2.15,0.12,,1134
BT15LEDSW-BF,BT15LEDSW-BF,"LED Power Switch, Stainless
Universal 15amp On/Off Blue
Resettable",False,57.14,0.01,,
BT15LEDSW-MBF,BT15LEDSW-MBF,"LED Power Switch, Stainless
Universal 15amp Momentary-Off
Resettable",True,57.14,0.01,,
B164V,B164V,"Reed Kit, Boyesen
Johnson/Evinrude 105-235hp
Non-Stock, Special order",False,104.02,1.0,,
B236P,B236P,"Reed Kit, Boyesen Flower
Mercury 3cyl 40hp",False,66.07,0.3,,
B444,B444,"Reed Kit, Boyesen
Suzuki DT115/140",True,83.21,0.2,,
B464,B464,"Reed Kit, Boyesen
Suzuki DT150/175/200",True,116.26,0.4,,
B464A,B464A,"Reed Kit, Boyesen
Suzuki DT150 Super Six
1986-1987",True,61.18,0.2,,
CJ-F5060,CJ-F5060,"Gear Set
Yamaha F50-F60
Cross Ref #: 62Y-45571-00-00, 69W-45551-00-00, 69W-45560-00-00
Mfg Part #: 62Y-45571-00-00",True,212.48,,"62Y-45571-00-00, 69W-45551-00-00, 69W-45560-00-00",62Y-45571-00-00
CL-6820SV,CL-6820SV,"Clearance Piston Kit .020 STBD
Yamaha V6 3.1LCarb & EFI 94-Up
Bore 3.564 Dish Top Piston",False,25.5,1.6,,
CW28,CW28,"Circlip, Wiseco
Universal 21mm",True,3.83,0.001,,
C1L2,C1L2,"Reed Kit
Mercury 35-40hp 2 Cylinder
Crank Mount Cage",False,40.8,0.05,,
C1L4,C1L4,"Reed Kit
Mercury 75-85hp 4 Cyl
Crank Mounted Cage",False,71.41,0.05,,
C1L6,C1L6,"Reed Kit
Mercury 90-150hp 6 Cylinder
Crank Mount Cage",False,102.01,0.05,,
C122S,C122S,"Reed Kit
Evinrude 9.9-15HP 2 Cyl.
Through 1999
Cross Ref #: CC122S",True,18.36,0.2,CC122S,
C124S,C124S,"Reed Kit
Evinrude 40-60HP 2 Cyl.
1970-1999
Cross Ref #: CC124S",True,41.0,0.2,CC124S,
C126ETS,C126ETS,"Reed Kit
Evinrude 40-65HP 2Cyl. E-Tec
Cross Ref #: CC126ETS",True,51.01,0.5,CC126ETS,
C133S,C133S,"Reed Kit
Evinrude 50-75HP 3 cyl.
1968-1999
Cross Ref #: CC133S",True,45.9,0.2,CC133S,
C136ETS,C136ETS,"Reed Kit
Evinrude 75-90HP 3 Cyl. E-tec
Cross Ref #: CC136ETS",False,66.31,0.5,CC136ETS,
C144S,C144S,"Reed Kit
Evinrude 65-140HP 4 Cyl.
1968-1999
Cross Ref #: CC144S",True,81.61,0.2,CC144S,
C145S,C145S,"Reed Kit
Evinrude 120HP V4 1985 Looper
Cross Ref #: CC145S",True,91.81,0.2,CC145S,
C146ET,C146ET,"Reed Kit
Evinrude 115-130HP E-tec 4 Cyl
Cross Ref #: CC146ET",True,91.81,0.2,CC146ET,
C146S,C146S,"Reed Kit
Evinrude 120-140HP 4 Cyl. Loop
Cross Ref #: CC146S",True,91.81,0.2,CC146S,
C164S,C164S,"Reed Kit
Evinrude 150-235HP C/F
Cross Ref #: CC164S",True,112.21,0.2,CC164S,
C166ET,C166ET,"Reed Kit
Evinrude 150-300HP E-tec
Cross Ref #: CC166ET",True,163.22,0.2,CC166ET,
C166S,C166S,"Reed Kit
Evinrude 185-250HP Looper
Cross Ref #: CC166S",True,127.51,0.2,CC166S,
C221-08A,C221-08A,"Reed Kit
Mercury 15-28hp 2 CYlinder
8 Leaf Crank Mount Alum Cage",False,26.52,0.05,,
C221-08B,C221-08B,"Reed Kit
Mercury 15-28hp 2 CYlinder
8 Leaf Crank Mount Brass Cage",False,26.52,0.05,,
C226F,C226F,"Reed Kit
Mercury 30-40hp 2 Cylinder
6 Petal Flower",False,40.8,0.05,,
C226R,C226R,"Reed Kit
Mercury 18-25HP 2 Cyl Race
Cross Ref #: CC226R",True,26.52,0.2,CC226R,
C226S,C226S,"Reed Kit
Mercury 18-25HP 2Cyl
Cross Ref #: CC226S",True,24.48,0.05,CC226S,
C231-16,C231-16,"Reed Kit
Mercury 60-70hp 3 Cylinder
2 Carbs Crank Mount Cage",False,61.21,0.05,,
C236-3OP,C236-3OP,"Reed Kit
Mercury 75-90 1.5L Optimax 3Cy",True,66.31,0.05,,
C239FS,C239FS,"Reed Kit
Mercury 70-90HP 3 Cyl L3
1987 & Up Flower
Cross Ref #: CC239FS",True,66.31,0.2,CC239FS,
C241-16,C241-16,"Reed Kit
Mercury 25MK 58 4 Cylinder
Crank Mount Cages",False,51.01,0.05,,
C241-24,C241-24,"Reed Kit
Mercury MK75-1100 1959-1967
60-70hp Crank Mounted",False,71.41,0.05,,
C249F,C249F,"Reed Kit
Mercury L4 100-125 4 Cylinder
1987 & Up 9 Petal Flower",True,86.71,0.05,,
C264OP,C264OP,"Reed Kit
Mercury 135-175hp V6 2.5L Opti
200 Jet Drive",True,122.41,0.05,,
