"Item #","DESC 1","DESC 2","DESC 3","X-REF #","Weight","Retail","Dealer","On Hand"
"010-8151","Piston Kit .25mm              ","Seadoo 580                    ",,,1.2,86.8313,53.0452,0
"010-8170","Piston Kit Std                ","Seadoo 720                    ",,,1.8,86.8313,53.0452,0
"010-8175","Piston Kit .020/.50mm         ","Seadoo 717 / 720cc            ","1995-2005                     ","420887672           ",1.8,86.8313,53.0452,1
"010-8177","Piston Kit .040/1.00mm        ","Seadoo 717 / 720cc            ","1995-2005                     ",,2,86.8313,53.0452,0
"010-818","Piston Kit Std                ","Seadoo 787cc, 800cc           ","1995-2005 Carb/Rotax Fuel Inj ","290887300           ",2,86.8313,53.0452,0
"010-8185","Piston Kit .020/.50mm         ","Seadoo 787cc, 800cc           ","1995-2005 Carb/Rotax Fuel Inj ",,2,86.8313,53.0452,0
"010-8187","Piston Kit .040/1.00mm        ","Seadoo 787cc, 800cc           ","1995-2005 Carb/Rotax Fuel Inj ",,2,86.8313,53.0452,0
"010-8197","Piston Kit .040/1.00mm        ","Seadoo 951cc                  ","1997-2007 Carb/Direct Fuel Inj",,1.6,95.1805,58.1457,0
"010-825","Piston Kit Std                ","Yamaha 701cc / 1100cc         ",,"63N-11631-00-89     ",1.2,84.9415,57.0746,0
"010-826","Piston Kit Std                ","Yamaha 760cc , 1200cc 135hp   ","1200 is mono block/Steel Liner","64X-11603-00-00     ",2,76.8123,46.9246,0
"010-827","Piston Kit Std                ","Yamaha 701cc All 62T Motors   ","Boost Port on Piston skirt    ","61X-11631-00-93     ",2,75.1425,45.9045,0
"010-828BP","Piston Kit Std                ","Yamaha 800                    ","Take Out Sub 7170X or 724PS   ",,0,69.943,50.954,0
"010-8285","Piston Kit .020/.50mm         ","Yamaha                        ","Take Out Sub 7172x or 724p2   ",,2,81.8218,49.9849,0
"010-8287","Piston Kit .040/1.00mm        ","Yamaha                        ","Take Out Sub 7174X or 724p4   ",,2,75.1425,45.9045,0
"010-829","Piston Kit Std                ","Yamaha GP1200R                ",,,2,84.8215,49.9849,0
"010-8295","Piston Kit .020/.50mm         ","Yamaha 1200R All 155hp        ","Take Out Sub 7172x or 724p2   ",,2,81.8218,49.9849,0
"010-8297","Piston Kit .040/1.00mm        ","Yamaha 1200R All 155hp        ","Sub 7174x or 724P4            ",,2,81.8218,49.9849,0
"010-832","Piston Kit Std                ","Polaris Pro 785               ","Nikasil Cylinders, Cannot Bore","3240329             ",2,85.1615,61.1958,0
"010-8325","Piston Kit .020/.50mm         ","Polaris 700cc                 ","2 Cyl Black Motor             ","2200885             ",2,85.1615,61.1958,0
"010-834","Piston Kit Std                ","Polaris 780cc Except 785 Pro  ",,"3240260             ",2,74.8725,45.8229,0
"010-850","Piston Kit Std                ","Tigershark 640cc 1993-1999    ",,"3008-060            ",1,82.6417,50.4847,0
"010-8505","Piston Kit .020/.50mm         ","Tigershark 640cc 1993-1999    ",,"3008-182            ",1.2,82.6417,50.4847,0
"010-8507","Piston Kit .040/1.00mm        ","Tigershark 640cc 1993-1999    ","Take Out Sub 010-8527 or 632P4",,1.2,82.6417,50.4847,0
"010-851","Piston Kit Std                ","Tigershark 770cc 1996-1999    ",,"3008-412            ",1.2,82.6417,50.4847,0
"010-8515","Piston Kit .020/.50mm         ","Tigershark 770cc 1996-1999    ",,"3008-414            ",1.2,82.6417,50.4847,0
"010-8517","Piston Kit .040/1.00mm        ","Tigershark 770cc 1996-1999    ",,"3008-416            ",1.2,82.6417,50.4847,0
"010-852","Piston Kit Std                ","Tigershark                    ","Take Out Sub                  ",,1.2,82.6417,50.4847,0
"010-853","Piston Kit Std                ","Tigershark 1000cc 1997-2000   ",,"3008-508            ",1.2,82.6417,50.4847,0
"010-8535","Piston Kit .020/.50mm         ","Tigershark 1000cc             ",,,1.2,82.6417,50.4847,6
"010-860","Piston Kit  Std               ","Seadoo 4 tec Non Supercharged ","with 155hp Engine             ","420296565           ",2,145.9354,118.2806,0
"010-8605","Piston Kit .020/.50mm         ","Seadoo Non-SuperCharged       ","All 4-Stroke 155hp Model      ",,2,110.129,67.2756,0
"010-8615","Piston Kit .020/.50mm         ","Seadoo Supercharged           ","Non-Intercool All 4-Str 185hp ",,2,110.129,67.2756,0
"010-8625","Piston Kit .020/.50mm         ","Seadoo Sprchrgd w Intercooler ","All 4-Stroke 215/255/260hp    ",,2,110.129,67.2756,0
"010-871","Piston Kit Std                ","Yamaha Fx 140 HO 2004-2008    ",,"6B6-11631-00-B0     ",2,83.4117,50.954,0
"010-872","Piston Kit Std                ","Yamaha VX110                  ","Oversizes Require Sleeving    ","6D3-11631-00-B0     ",2,108.4592,66.2555,0
"010-9150","Piston Ring Set .5mm          ","Seadoo 580                    ",,,0.03,34.9765,21.3711,0
"010-9157","Piston Ring Set .040          ","Seadoo 580                    ",,,1,34.9765,21.3711,0
"010-916","Piston Ring Set Std           ","Seadoo 650                    ",,,0.05,34.9765,21.3711,0
"010-9160","Piston Ring Set .5mm          ","Seadoo 650                    ",,,0.03,34.9765,21.3711,0
"010-9167","Piston Ring Set .040/1.00mm   ","Seadoo 650 / 657cc            ",,,0.06,34.9765,21.3711,0
"010-9177","Piston Ring Set .040/1.00mm   ","Seadoo 720, 800               ","Take Out Sub 8300LF           ",,0.03,34.9765,21.3711,0
"010-925","Piston Ring Set Std           ","Yamaha                        ","Take out                      ",,1,19.1681,11.7107,0
"010-926","Piston Ring Set Std           ","Yamaha 760cc , 1200cc 135hp   ","Take Out !                    ","64X-11603-00-00     ",1,20.128,12.2922,0
"010-929","Piston Ring Set Std           ","Yamaha 1200R ( PowerValves)   ","Take out sub is 66116         ","66V-11603-00-00     ",0.03,39.1761,27.9711,0
"010-932","Piston Ring Set Std           ","Polaris 700cc / 1050cc        ",,"2200671             ",0.04,34.9765,21.3711,0
"010-960","Piston Ring Set               ","Seadoo 4 tec                  ","Take out Sub 420380           ","420-890-380         ",0.5,57.7742,35.2955,0
"010-970","Piston Ring Std               ","Yamaha FX 140                 ","Take Out Sub 4XV-11603-00-00  ","4XV-11603-00-00     ",0.2,21.2479,13.0063,0
"011-117","Motor Mount                   ","Yamaha                        ",,,0.5,31.9468,24.6354,0
"011-126","Motor Mount                   ","Yamaha 1200GPR                ",,,0.5,0,0,0
"011-208","Block Off, Oil Pump           ","Polaris 92-00 650/750/780/785 ","SL/SLT/SLX/SLX Pro/Pro        ",,0.02,11.5688,7.0693,0
"01181","Bearing, Wrist Pin            ","Seadoo                        ","B1003                         ",,0.5,11.9388,7.3039,0
"01242","Bearing, Wrist Pin            ","Seadoo 951                    ",,,0.3,14.2486,8.7219,0
"01252","Bearing, Wrist Pin            ","Yamaha  (B1031)               ","B1031                         ",,0.05,15.1985,9.7685,0
"01253","Bearing, Wrist Pin            ","Yamaha                        ","?????? Take Out               ",,0.02,15.5584,9.5175,0
"01314","Bearing, Wrist Pin            ","Seadoo                        ",,,0.04,11.9788,7.6508,0
"01320","Bearing, Wrist Pin            ","Kawasaki 750cc 20mm Wrist Pin ","Sub B1023                     ","13033-3702          ",0.05,11.9788,7.6508,0
"01322","Bearing, Wrist Pin            ","Seadoo 650cc                  ",,"290832440           ",0.06,15.5584,9.1809,0
"01326","Bearing, Wrist Pin            ","Kawasaki 750-1100 22mm        ",,,0.1,11.9388,7.3039,0
"01328","Bearing, Wrist Pin            ","Seadoo                        ","B1072                         ",,0.15,14.2486,9.158,0
"01573","Connecting Rod                ","Kawasaki 650                  ",,,1.5,89.941,55.0548,3
"02530","Connecting Rod                ","Yamaha 500                    ",,,1.5,96.8403,64.2153,0
"02543","Connecting Rod                ","Yamaha 800cc & 1200cc         ","All Exhaust Valve Motors      ",,1.1,106.5693,67.4261,0
"02544","Connecting Rod                ","Polaris SL700/900/1050        ",,,1,105.8394,70.1829,0
"06400","Filter, Mikuni Carburetor     ","All PWC                       ",,"270 500 115         ",0.01,9.949,6.09,0
"08-709","Impeller, Solas Concord 12/17 ","Seadoo Spark                  ",,"3274136             ",0,304.19,282.471,2
"1B781940","Starter Solenoid              ","Yamaha Waverunner FX VX VXR   ",,"1B7-81940-00-00     ",1,106.99,80.21,2
"1046","Diaphragm Sell 9436           ","Mikuni                        ",,"270-500-132         ",0.2,16.9483,9.1299,0
"1046-1","Diaphragm, Carburetor OE      ","Mikuni                        ",,"270-500-132         ",0.02,19.948,13.2103,0
"1081","Bearing, Wrist Pin            ","Seadoo 951                    ","21x25x24mm                    ","290832550           ",0.04,14.9485,10.15,0
"1100KC","Crankshaft Reman              ","Kawasaki 1100cc Carb and Dfi  ","$200 Core charge              ","13031-3731          ",36.01,688.9311,560.0349,0
"110024","Coupler, Crankshaft/DriveShaft","Kawasaki 96-06 900/1100cc     ","100mm OD/ 24mm Thread         ","42034-3709          ",0.8,20.4505,12.5697,0
"110045","Gasket Kit Complete           ","Kawasaki STX 12F/15F/Ultra LX ","2003 & Later                  ",,0,168.9831,134.6532,0
"110615","Jet Pump Repair Kit           ","Polaris 92-93 SL650,          ","93 SL750                      ",,2,42.6957,26.084,0
"11416","Bearing, Main Crankshaft      ","Yamaha 4 Str.                 ","FX140/FX/FX HO/               ","60E-11416-00-00     ",0.1,5.0995,3.3663,0
"1200KC","Crankshaft Reman              ","Kawasaki 1200 Ultra 150 Stx-R ","$200 Core charge              ","13031-3738          ",30,848.9151,663.014,0
"1200YCR","Crankshaft, Reman             ","Yamaha GP1200R                ",,"66V-11400-00-00     ",45,905.0095,646.3048,0
"1200YCRN","Crankshaft                    ","Yamaha 1200R                  ",,"66V-11400-00-00     ",23,873.3127,712.7643,0
"12002","Power Valve, Billet           ","Yamaha 98-05 All 800/1200/1300","Power Valve Model             ","66E-1131S-00-00     ",0.3,199.93,162.1449,0
"12022","Sensor Kit, Throttle Position ","Polaris 99-04 800/1200cc DI   ","PWC Model OEM                 ",,0.2,110.5389,95.4916,0
"12207","Ignition Coil                 ","Polaris MSX110 & 150 2004     ",,,1,89.941,61.155,0
"13001-3735","Piston Kit, STD               ","Kawasaki 800 SX-R             ","2003-2011                     ","13001-3735          ",2,86.5086,52.9493,0
"140529","Connecting Rod                ","Yamaha FX140 4-Stroke         ",,"5PW-11650-00-00     ",0.8,86.9913,57.6357,1
"14100","Fitting, Water                ","3/8""                          ",,,0.5,9.0386,7.1606,0
"14220","Bearing, Connecting Rod OEM   ","Yamaha 4 Str.                 ","FX140/FX/FX HO/               ","60E-11656-00-00     ",0.1,13.9586,9.6399,0
"14625","Boot, Exhaust                 ","Yamaha 94-04 700/760/1100/1200","WR/WV/WB II/GP/XL/SUV         ","62T-14625-00-00     ",0.3,78.99,64.77,1
"168-4201","Head Stud Kit                 ","Sea Doo 4-Tec Engine All      ",,,10,263.64,197.73,0
"168-5501","Main Stud Kit                 ","Sea Doo 4-Tec Engine All      ",,,1.6,150,99.95,0
"168-6001","Rod Bolt Kit                  ","Sea Doo 4-Tec Engine All      ",,,0.58,97.14,72.86,2
"18240-1","Regulator/Rectifer OEM        ","Yamaha 97-05 1200 No Power Val","92-99 60/70hp,95-99 40/50hp   ","6H2-81960-00        ",0.3,110.5,90.61,1
"1914","Ignition Coil                 ","Polaris 650-780               ",,"3240107             ",0.5,35.1065,21.4425,0
"2037","Connector 20 Pack             ",,,,0.5,30.5069,21.7791,0
"20372","Needle & Seat, OEM Mikuni 2.0 ","Round Body/Screw In           ","Kawasaki/Yamaha/Seadoo        ",,0.02,18.9881,16.036,0
"2090","Starter Motor Assy 9 Tooth    ","Seadoo 88-94 All 580/650      ","PWC Model                     ","278-000-316         ",5.1,167.5927,102.9992,0
"2096","Starter, 9 Tooth              ","Seadoo 95-96 All 800cc Carb   ","PWC/Jetboat Model             ","278-000-577         ",5.2,167.5927,102.9992,0
"2098","Starter, Hi Torque            ","Seadoo 98-07 All 951 Carb/DI  ","PWC/Jetboat Model             ","278-000-987         ",4,167.5927,102.9992,0
"2100","Starter                       ","Kawasaki 1200                 ","Ultra 150/ Stx-R              ","21163-3715          ",2.6,100.8889,66.9078,0
"2101","Starter 9 Spline              ","Honda Aquatrax F-12 R-12      ",,"31200-HW1-671       ",4.11,252.4243,154.5142,0
"2102","Starter                       ","Seadoo 02 & Later All 4-tec   ","PWC/Jetboat Model             ","290-888-993         ",5.8,116.5136,81.5575,5
"2103","Starter 9 Spline              ","Waverunner FX140 4-Stroke     ",,"60E-81800-00-00     ",4.1,252.4243,154.4936,0
"2107","Starter, 9 Spline             ","Waverunner VX110 4 Stroke     ",,"6D3-81800-00        ",9,232.2263,154.4936,0
"21121","Ignition Coil #1 OEM          ","Kawasaki 96-05 All 900/1100cc ","ZXI/STS/STX Model             ","21121-3708          ",0.3,117.39,93.91,1
"21524","Knob, Fuel Valve              ","Yamaha 90-05 500/650/700/     ","760/800/1100/1200 Carb        ","6K8-24524-10-00     ",1,18.1482,11.0885,0
"22010","Bearing, Inner Crank          ","Yamaha 800 GPR                ","Take out Sub 6208YR           ",,0.02,18.1482,11.0885,0
"2270","Drive Gear, 19 Tooth          ","All PWC                       ","PWC/Jetboat Model             ","6M6-818300-00       ",1.8,52.4137,34.7624,0
"23002","Fuel Filter, Inline 1/4""      ","Universal                     ",,,0.05,0,0,0
"232555","Bearing, Counter Balance      ","Seadoo 951                    ","Center Counter Balance Bearing","290232555           ",0.1,19.988,17.9538,3
"2369124","Supercharger, Reman           ","Seadoo 185hp                  ",,,5,5499.44,5508.5298,0
"24101","Sensor, Throttle Position     ","Polaris 99-00 FFI             ",,"2410183             ",0,129.977,113.2209,0
"24524","Knob, Fuel Valve              ","Yamaha 90-05 500/650/700/     ","760/800/1100/1200 Carb        ","6K8-24524-10-00     ",0.5,10.99,8.79,0
"24560","Fuel Filter, 6mm Small Hole   ","Yamaha 87-09 650/700/760/800/ ","1100/1200 PWC/Jetboat Model   ","6K8-24560-10-00     ",0.05,10.1898,7.2322,0
"267093","Bushing, Venturi              ","Seadoo 96-12 720/800/951cc    ","02 & Later All 4-Tec's        ","267000093           ",0.01,7.89,6.71,0
"267104","Wear Ring 159mm Pump          ","Seadoo 155hp & 185hp          ",,"267-000-021         ",2,30.2465,20.5545,0
"267105","Wear Ring From Lynx Non in STK","Seadoo 04-12 All 4-Tec        ","215/255/260hp                 ","267000372, 267000105",1.3,35.8514,21.8939,0
"267267","Cone, Impeller                ","Seadoo 99-01 951cc Carb/DI    ",,,0.4,17.9882,15.6075,0
"267312","Impeller Housing              ","Seadoo 02 GTX 4Tec,           ","03 GTX 4Tec/GTX 4Tec Wake     ","267000312           ",4.8,319.958,264.8996,0
"27010","Solenoid, Starter OE          ","Kawasaki                      ",,"27010-3737          ",1,95.9404,80.5369,0
"270217","Motor Mount                   ","Seadoo 580/650/720            ",,"270-000-217         ",0.5,22.1673,14.3727,0
"270297","Motor Mount, Front            ","Seadoo                        ",,"270-000297          ",0.5,30.2465,20.5545,0
"270352","Motor Mount, Rear             ","Seadoo 800/951                ",,"270-000-296         ",0.5,30.2465,20.5545,0
"27056","Fuel Pump, 4-Tec OEM          ","Seadoo 04-07 All 215hp 4-tec  ","RXP/GTX Ltd/RXT/GTX Wake      ","270600056           ",4,675.7824,637.33,2
"271101","Wear Ring 140mm Pump          ","Seadoo 89-96 580/650/720/800  ",,"271-000-101         ",1,30.2465,20.5545,0
"271108","Cone Spring                   ","Seadoo 00-05 All 2-Stroke     ",,"271001108           ",0.01,7.19,5.875,2
"271263","Shaft, Impeller 25mm OD       ","Seadoo 02-03 4-tec 04 GTX SC  ",,"271001263           ",0.6,56.5038,36.009,0
"271264","Shaft, Impeller In-Active     ","Seadoo 4 Str. SC              ","28mm OD                       ","267 000 054         ",0.8,56.5038,36.009,0
"271290","Wear Ring                     ","Seadoo                        ",,,2,31.1449,21.1651,0
"271291","Shaft, Pump Non-Stk from Lynx ","Seadoo 88-97 ,                ","98 GS/GTI,98-99 SPX,98-01 GTS ","271-000-291         ",1,70.6424,43.2623,0
"271291-2","Shaft, Impeller               ","Seadoo 89-01 580/650/720/800  ",,"271000291           ",0.9,80.7414,51.4635,0
"271366","Outlet, Water                 ","Seadoo 96-98 720/800 Carb/RFI ","Plastic Pump Housing #295429  ","271000366           ",0.2,11.4988,9.946,0
"271420","Carbon Ring, Large            ","Seadoo 04-12 All 4-tec        ","w/29mm Driveshaft             ","271001420           ",0.21,89.981,79.1598,0
"271517","Impeller Ring                 ","Seadoo 96 & Later All 2 Stroke","PWC/Jetboats Model            ","271000517           ",0.01,9.69,7.37,5
"271575","Circlip, Driveshaft OEM       ","Seadoo 02-12 All 4-tec        ","w/27mm Driveshaft 27 mm       ","271001575           ",0.01,6.9893,5.6922,2
"271653","Wear Ring 155mm Pump          ","Seadoo 720/800/951            ","6 3/4"" OD                     ","271-000-904         ",1.3,30.2465,18.5248,0
"271965","Shaft, Impeller In-Active     ","Seadoo                        ",,"271-000-965         ",1,70.6424,43.2623,0
"2720001","Boot, Drive Shaft             ","Seadoo 88-07 All Two Str      ",,"272-000-001         ",0.03,8.0287,5.1,0
"272009","Driveshaft  Length 20 1/2""    ","Seadoo 1997 XP                ","PWC Model                     ","272-000-009         ",2.9,141.3758,82.4138,0
"272021","Driveshaft  Length 21""        ","Seadoo 1995 XP800             ","PWC Model                     ","272-000-021         ",3,141.3758,82.4138,0
"272024","Carrier, Seal, Old Style      ","Seadoo 88-95                  ",,,1,15.098,12.3121,0
"272024-1","Carrier, Seal, Old Style      ","Seadoo 88-95                  ",,"272-000-024         ",0.21,17.9482,14.2304,0
"272055","Driveshaft  Length 17""        ","Seadoo 1995 SP,SPI,SPX,GTS,GTX","PWC Model                     ",,2.4,141.3758,82.4138,0
